,E1,E10,E11,E12,E13,E14,E15,E16,E17,E18,E19,E2,E20,E21,E22,E23,E24,E25,E26,E27,E28,E29,E3,E30,E31,E32,E33,E34,E35,E36,E37,E38,E4,E40,E41,E42,E43,E44,E45,E46,E47,E48,E49,E5,E50,E51,E52,E53,E54,E55,E56,E57,E58,E59,E6,E60,E61,E62,E63,E64,E65,E66,E67,E68,E69,E7,E70,E71,E72,E73,E74,E75,E8,E9,XH221,XH222,XH227,XH228,XH229,XH232,XH234,XH235,XH236,XH237,XH238,XH239_2,XH240,XH241,XH243,XH249,XH250_2,XH251,XH253,XH254,XH255,XH256,XH257,XH258,XH259,XH260,XH261,XH262,XH265,XH272,XH273,XH274,XH427_1,XH427_2
d__Bacteria.p__Proteobacteria.c__Alphaproteobacteria.o__Rhizobiales.f__Rhizobiaceae.g__Shinella,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000102578,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
d__Bacteria.p__Proteobacteria.c__Alphaproteobacteria.o__Rhizobiales.f__Rhizobiales_Incertae_Sedis.__,0,0,0,0,0,0,0.000286296,0,0,0,0,0,0,0,0,0,0,0.00010227,0.000183923,0.000243093,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000135222,0,0.000187564,0,0,0,0,0,0,0,0.000179614,0,0,0,0,0,0,0,0,0,0,0.000235548,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
d__Bacteria.p__Proteobacteria.c__Alphaproteobacteria.o__Rhizobiales.f__Rhizobiales_Incertae_Sedis.g__Bauldia,0,0,0,0.000573442,0,0,0,0,0,0,0,0,0.000122113,0,0.0002922,0.000162729,0,0.000214768,0,0.000221954,0.000121048,0,0,0,0.000125844,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000136274,0,0
d__Bacteria.p__Proteobacteria.c__Alphaproteobacteria.o__Rhizobiales.f__Rhizobiales_Incertae_Sedis.g__Nordella,0,0.00028443,0,0.000406623,0,0,0,0,0,0,0,0,0.000315457,0,0.000538744,0.000108486,0.000279755,0.000368173,0.000163487,0.000549602,0.000161398,0,0,0,0.000167792,0,0,0,0,0,0,0,0,0,0,0.000597862,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000141824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000124293,0,0.000101808,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000188612
d__Bacteria.p__Proteobacteria.c__Alphaproteobacteria.o__Rhizobiales.f__Rhizobiales_Incertae_Sedis.g__Phreatobacter,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000113974,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
d__Bacteria.p__Proteobacteria.c__Alphaproteobacteria.o__Rhizobiales.f__Rhizobiales_Incertae_Sedis.g__uncultured,0,0.000274949,0,0.000636,0,0.000292843,0.000112473,0.000220644,0,0,0,0,0.00048845,0,0.000575269,0.000206123,0.00023831,0.000613622,0.000500679,0.00043334,0.000121048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000515802,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000148767,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000348137,0,0.000213704,0,0,0,0,0,0,0,0.00021815,0,0,0,0,0,0,0,0,0.0004392,0,0,0,0,0,0,0,0.000164437,0,0,0
d__Bacteria.p__Proteobacteria.c__Alphaproteobacteria.o__Rhizobiales.f__Rhodomicrobiaceae.g__Rhodomicrobium,0,0,0,0.000156393,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
d__Bacteria.p__Proteobacteria.c__Alphaproteobacteria.o__Rhizobiales.f__uncultured.g__uncultured,0.000488524,0.000417164,0,0.001376262,0.000200708,0.00031007,0.00196317,0.000340996,0,0.000120641,0,0.000725925,0.000498626,0,0.001260113,0.0007594,0.00167853,0.001022704,0.002288821,0.002029298,0.000635503,0,0.000209231,0,0.000346072,0,0,0,0,0,0,0,0,0.002077494,0.001259024,0.002907249,0.001694029,0,0.000165212,0,0,0,0,0.001605299,0,0,0,0,0,0,0,0,0,0,0.000929794,0,0,0,0.000490766,0,0,0,0,0,0,0,0,0,0,0,0,0.000501111,0.001002873,0.00095055,0.000241632,0.000146962,0.000650205,0,0.00128767,0.000111126,0.000233044,0,0.000439864,0.000448083,0,0.00011884,0.000565098,0,0.000630385,0.001242931,0.000124248,0.000901726,0,0.000578663,0.000165296,0.000703861,0,0,0.000198776,0.000403199,0,0.000593332,0.001483165,0.000127509,0,0.000249835,0.000100175,0.000867613
d__Bacteria.p__Proteobacteria.c__Alphaproteobacteria.o__Rhizobiales.f__Xanthobacteraceae.__,0.000143684,0.000483531,0,0.000875803,0.000285216,0.000129196,0.000255621,0.001093192,0,0.000422242,0,0.001136646,0.000793732,0,0.000593531,0.000640066,0.002901164,0.000521579,0.001185282,0.002969962,0.000312708,0.000270859,0.000351888,0,0.000188766,0.000163206,0,0,0,0,0,0,0,0.002458573,0.001228564,0.00253212,0.0017254,0,0,0,0,0,0,0.000246969,0,0,0,0,0,0,0,0,0,0,0.001016575,0,0,0,0.000781219,0,0,0,0,0,0,0,0,0,0,0,0,0.000226918,0.000156699,0.001637059,0,0,0,0.000410623,0,0.000427409,0,0,0,0,0,0,0,0.000774433,0,0,0,0,0,0,0,0,0.00071248,0,0,0,0,0,0,0,0,0.001340026,0.000701224,0
d__Bacteria.p__Proteobacteria.c__Alphaproteobacteria.o__Rhizobiales.f__Xanthobacteraceae.g__Bradyrhizobium,0,0.000502494,0,0.001000918,0,0.00087853,0.000736189,0.001454246,0,0,0,0.000200585,0.000518978,0,0.000913125,0.00060752,0.001098298,0.001165883,0.000940051,0.002895977,0.000766639,0,0,0.000101403,0.000629221,0,0,0,0,0,0,0,0.000379436,0.001745587,0.000599052,0.002872081,0.001014326,0,0,0,0,0,0,0.000404131,0,0,0,0,0,0,0,0,0,0,0.00167363,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000491656,0,0.000211233,0,0,0.001490715,0.000687347,0,0,0.000517876,0.000750664,0.000799752,0,0.001617786,0.000692066,0,0.001985166,0,0,0,0,0,0,0,0.000516759,0.00059536,0,0,0,0.000790514,0,0,0,0.001508952,0.000681369,0,0
d__Bacteria.p__Proteobacteria.c__Alphaproteobacteria.o__Rhizobiales.f__Xanthobacteraceae.g__Pseudolabrys,0,0,0,0.000823672,0,0,0,0,0,0,0,0,0,0,0.000557006,0.000238669,0.000248671,0.000214768,0.000224795,0.000264232,0.000141223,0,0,0,0.000146818,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000136274,0,0
d__Bacteria.p__Proteobacteria.c__Alphaproteobacteria.o__Rhizobiales.f__Xanthobacteraceae.g__Pseudorhodoplanes,0,0.000170658,0,0.000688131,0,0,0.000143148,0,0,0,0,0.000200585,0.000244225,0,0.000602663,0.00015188,0.000486981,0.000429536,0.000510897,0.000475617,0.000322795,0,0,0,0,0,0,0,0,0,0,0,0,0.000639229,0,0.000398575,0,0,0,0,0,0,0,0.000112259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000168987,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000310733,0,0.000189072,0.000121574,0,0.00010331,0,0,0,0,0,0,0,0.000173357,0,0,0.000113562,0,0.000113167
d__Bacteria.p__Proteobacteria.c__Alphaproteobacteria.o__Rhizobiales.f__Xanthobacteraceae.g__Rhodoplanes,0,0.000293911,0,0.001261573,0,0.000163648,0.000756638,0.001394071,0,0,0,0,0.000468098,0,0.001187063,0.000423094,0.000973962,0.001217018,0.001450949,0.002821993,0.00038332,0,0,0.000143654,0.000325098,0,0,0,0,0,0,0,0,0.00184393,0.000152301,0.002942418,0.000627418,0,0,0,0,0,0,0.000527616,0,0,0,0,0,0,0,0,0,0,0.001648835,0,0,0,0.000170266,0,0,0,0,0,0,0,0,0,0,0,0,0.000104004,0,0,0.000114457,0,0,0.000169605,0.000180726,0.001282227,0,0,0.000189941,0.000156473,0,0,0.000175375,0.000272688,0.000169719,0.000528246,0,0.000349055,0.000221043,0.00010152,0.000247944,0.000151464,0.00012688,0.002216301,0,0.000184799,0.000126873,0.000358472,0.000385238,0.000170012,0.000125746,0.000340685,0.000127495,0.000565835
d__Bacteria.p__Proteobacteria.c__Alphaproteobacteria.o__Rhizobiales.f__Xanthobacteraceae.g__Tardiphaga,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000264806,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
d__Bacteria.p__Proteobacteria.c__Alphaproteobacteria.o__Rhizobiales.f__Xanthobacteraceae.g__uncultured,0,0.000824848,0,0.001084327,0.000126763,0.000439265,0.000153373,0.000852489,0,0,0,0,0.001495879,0,0.001077488,0.001041463,0.000942878,0.000951115,0.000960487,0.00243093,0.00053463,0,0,0,0.000545325,0,0,0,0,0,0,0,0.000233499,0.000823622,0.000558438,0.003001032,0.000522848,0,0,0,0,0,0,0.000359228,0,0,0,0,0,0,0,0,0,0,0.001090959,0,0,0,0.000170266,0,0,0,0,0,0,0,0,0,0,0,0,0.000491656,0,0,0,0,0.000111011,0.000133899,0.000180726,0.000145319,0,0,0.000109966,0,0,0,0.000116917,0.000239965,0.000153555,0.000403953,0,0.000319967,0.000121574,0.000142128,0.000123972,0.000124735,0,0.001427729,0,0.0001092,0,0.000173055,0.000365976,0,0,0.000136274,0.000774078,0.000245195
d__Bacteria.p__Proteobacteria.c__Alphaproteobacteria.o__Rhizobiales.f__Xanthobacteraceae.g__Variibacter,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000158539,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
d__Bacteria.p__Proteobacteria.c__Alphaproteobacteria.o__Rhodobacterales.f__Rhodobacteraceae.__,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001891198,0,0,0,0,0,0,0,0,0,0,0,0.000123727,0,0,0,0,0,0,0,0,0,0,0.000117931,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000135544,0,0,0,0,0,0,0,0,0.000338133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
d__Bacteria.p__Proteobacteria.c__Alphaproteobacteria.o__Rhodobacterales.f__Rhodobacteraceae.g__Amaricoccus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000128951,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
d__Bacteria.p__Proteobacteria.c__Alphaproteobacteria.o__Rhodobacterales.f__Rhodobacteraceae.g__Paracoccus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005240415,0,0,0,0,0,0,0,0,0,0,0,0.000266489,0,0,0,0,0,0,0,0.00034546,0,0,0.000225141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000249835,0,0
d__Bacteria.p__Proteobacteria.c__Alphaproteobacteria.o__Rhodobacterales.f__Rhodobacteraceae.g__Rubellimicrobium,0.000909997,0,0,0.000114688,0.000602123,0.000525396,0.003548021,0.000150439,0,0.000150801,0.000101305,0.000592202,0.000111937,0,0,0.001540498,0.00103613,0.001135201,0.004393718,0.00043334,0,0,0.000247273,0,0.000115357,0,0,0,0,0,0,0,0.000369707,0.002237301,0.001025495,0.002016318,0.000993412,0,0.000220283,0,0,0,0,0.00382802,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000150234,0,0,0,0,0,0,0,0,0,0,0,0,0.000255283,0.001431183,0.000707632,0.000362448,0.000337149,0.000840509,0.000428476,0.002236479,0,0.000103575,0,0.000389879,0.000625893,0,0.000272632,0.00037998,0,0.000387929,0.000901125,0.000201903,0.00091627,0,0.000477143,0.000144634,0.000623675,0,0,0.000940871,0,0.000136632,0.000135972,0.000943832,0,0,0.000272548,0,0.000622418
d__Bacteria.p__Proteobacteria.c__Alphaproteobacteria.o__Rhodospirillales.f__uncultured.g__uncultured,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000112397,0,0,0,0,0,0,0,0,0.001838371,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00010721,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000519586,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00036112,0,0,0,0,0,0,0,0.000290183,0,0,0
d__Bacteria.p__Proteobacteria.c__Alphaproteobacteria.o__Rickettsiales.f__Mitochondria.g__Mitochondria,0,0,0,0,0,0,0.000265846,0,0,0,0,0,0,0,0,0,0,0,0.000173705,0,0,0,0,0,0,0,0,0.000559964,0,0,0,0.000162235,0,0.000221272,0,0.000187564,0.000135941,0,0,0,0,0,0,0.000179614,0,0,0.000227527,0,0,0,0,0,0,0,0.000111575,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
d__Bacteria.p__Proteobacteria.c__Alphaproteobacteria.o__Rickettsiales.f__Rickettsiaceae.g__uncultured,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000102179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
d__Bacteria.p__Proteobacteria.c__Alphaproteobacteria.o__Sneathiellales.f__Sneathiellaceae.g__uncultured,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000112954,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
d__Bacteria.p__Proteobacteria.c__Alphaproteobacteria.o__Sphingomonadales.f__Sphingomonadaceae.__,0.001350626,0.004076834,0,0.012532321,0.00106692,0.001136922,0.004396683,0.001323866,0,0.001859876,0.000162088,0.000888303,0.007275873,0,0.009733915,0.006487448,0.009366614,0.006330538,0.011873257,0.00929038,0.004862106,0.000902862,0.000599161,0.000828122,0.004519904,0.000940833,0,0,0,0,0,0,0.00102156,0.009871171,0.002081451,0.013094345,0.003607655,0,0.000367138,0,0,0,0,0.003872923,0,0,0,0,0,0,0,0,0,0,0.001760411,0,0,0,0.00361564,0,0,0,0,0,0,0,0,0,0,0,0,0.003375408,0.001723688,0.001953909,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00013089,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000272548,0,0
d__Bacteria.p__Proteobacteria.c__Alphaproteobacteria.o__Sphingomonadales.f__Sphingomonadaceae.g__Altererythrobacter,0,0.000123253,0,0.000156393,0,0,0.000173822,0,0,0.000180961,0,0,0.000172993,0,0.0001461,0.000119334,0.000300478,0.000204541,0.000500679,0.000295939,0.00019166,0,0,0,0.000136331,0,0,0,0,0,0,0,0,0.000577765,0.000111688,0.000480634,0.000334623,0,0,0,0,0,0,0.000123485,0,0,0,0,0,0,0,0,0,0,0.000198356,0,0,0,0.000210328,0,0,0,0,0,0,0,0,0,0,0,0,0.000349832,0,0.000105617,0,0,0,0,0,0.000205156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000165296,0,0.00031232,0,0,0,0,0,0,0,0,0.000204411,0,0
d__Bacteria.p__Proteobacteria.c__Alphaproteobacteria.o__Sphingomonadales.f__Sphingomonadaceae.g__Blastomonas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006244123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000190762,0.000259345,0.00047576,0,0,0.000256445,0.000194204,0.000288717,0,0,0,0.000209717,0,0.000327225,0,0.000932198,0,0,0.000331565,0,0,0.000267289,0,0.000249023,0.000397551,0,0.000292783,0,0.000577857,0,0,0,0.000273204,0
d__Bacteria.p__Proteobacteria.c__Alphaproteobacteria.o__Sphingomonadales.f__Sphingomonadaceae.g__Ellin6055,0,0,0,0,0,0,0,0,0,0.000211121,0,0,0,0,0,0,0,0,0.000153269,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000190297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000113562,0,0
d__Bacteria.p__Proteobacteria.c__Alphaproteobacteria.o__Sphingomonadales.f__Sphingomonadaceae.g__Novosphingobium,0,0.000255987,0,0.000198098,0,0.000241165,0.000102248,0.00014041,0,0,0,0,0.000356162,0,0.000210019,0,0.000269394,0.000245449,0.000132833,0.000443909,0,0,0,0,0,0,0,0,0,0,0,0,0.000145937,0,0,0.00063303,0.000135941,0,0,0,0,0,0,0.00019084,0,0,0,0,0,0,0,0,0,0,0.000198356,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000132369,0,0,0,0,0,0.000151752,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00023424,0,0,0.0001344,0,0,0,0,0.000125746,0.000181698,0,0
d__Bacteria.p__Proteobacteria.c__Alphaproteobacteria.o__Sphingomonadales.f__Sphingomonadaceae.g__Sphingobium,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000549398,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000431639,0,0,0,0,0,0,0,0,0,0
d__Bacteria.p__Proteobacteria.c__Alphaproteobacteria.o__Sphingomonadales.f__Sphingomonadaceae.g__Sphingomonas,0.000344841,0.001488518,0,0.003763867,0.002059895,0.002368587,0.006349628,0.005726722,0,0.001045552,0,0.001919881,0.002564363,0.00015392,0.002775901,0.002419232,0.006683038,0.004878298,0.009257462,0.012651405,0.001281094,0.000190604,0.00097007,0.000219706,0.001562566,0.000336012,0.000222103,0.027670657,0.000261213,0.000152294,0.000279877,0.000629855,0.001887453,0.010080149,0.004223822,0.013328801,0.006023214,0.000295404,0,0.001008851,0,0,0,0.006320162,0,0,0,0.000131604,0,0,0.001072099,0,0,0.000108494,0.008231779,0,0,0,0.001271984,0,0,0,0,0.000563966,0,0,0,0,0,0,0,0.001976079,0.00045965,0.002619294,0,0.001244856,0,0.000473109,0.000745493,0.000709499,0.000686186,0,0.001619498,0.000931728,0.001524314,0.001419084,0,0.001767016,0.000670794,0.000341806,0.000729955,0,0,0,0,0.000347476,0,0.001485835,0,0.000621598,0,0.000432638,0,0,0.003250051,0.003974653,0.002076351,0
d__Bacteria.p__Proteobacteria.c__Alphaproteobacteria.o__Sphingomonadales.f__Sphingomonadaceae.g__Sphingopyxis,0,0.000255987,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000126831,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00063303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
d__Bacteria.p__Proteobacteria.c__Alphaproteobacteria.o__Sphingomonadales.f__Sphingomonadaceae.g__uncultured,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000136969,0,0,0.00010227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
d__Bacteria.p__Proteobacteria.c__Alphaproteobacteria.o__Tistrellales.f__Geminicoccaceae.g__Candidatus_Alysiosphaera,0,0.000208582,0,0.000239803,0,0,0,0,0,0.000170908,0,0,0.000264577,0,0.000228281,0.000260366,0.000393729,0.000143179,0.000326974,0.000348786,0.00038332,0,0,0,0.00010487,0,0,0,0,0,0,0,0,0.000835915,0,0.000492357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000430672,0,0,0,0,0,0,0,0,0,0,0,0,0.000208008,0.000219378,0,0,0,0.000111011,0,0.000135544,0,0,0,0,0,0,0,0,0,0,0.000279659,0,0,0,0,0.000123972,0,0,0,0,0,0,0,0.000154095,0,0,0.000136274,0,0
d__Bacteria.p__Proteobacteria.c__Alphaproteobacteria.o__Tistrellales.f__Geminicoccaceae.g__Geminicoccus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000125484,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000135806,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
d__Bacteria.p__Proteobacteria.c__Alphaproteobacteria.o__uncultured.f__uncultured.g__uncultured,0,0.000104291,0,0.000250229,0,0.000103357,0,0,0,0,0,0,0.000162817,0,0,0,0,0.000204541,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000234456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000160734,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
d__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.__.__.__,0,0,0.000104264,0.000177246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
d__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Aeromonadales.f__Succinivibrionaceae.g__Succinivibrio,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000282226,0,0,0,0,0,0,0,0,0,0
